,Unnamed: 0,Arabic_Tweets_Cleaned,label
281,56,عنى مش فاهم كم لازم مات اقتنع هالشركه عندها اخطاء قاتل طبع غير قضي اخطاء تحويل عرض عرض اخر الله واحد قرف طالب صوت عالي تغيير مسءول كبير هالشركه كف عاد ياري سمع شكاوي ناس احتكار هي عمل اخ بس لو مع فلس برتقال مر لا مقرف,DIAL_GLF
282,56,اللهم احفظ على دين يارب الله فتن اخر زمان قابض دين قابض جمر فا اللهم اهدي ضال مسلم اتمني ياشيخ تحاسب نفس كم نفس تعلق رقبة قيام اذ عمل فتوى,DIAL_GLF
283,56,سلم سلام كاس اردن,DIAL_GLF
284,56,تحي طيب بعد,DIAL_GLF
285,57,رب,MSA
286,57,ربناسبحانه تعالى بيغفرالزنوب ازاتاب عبدواناب واحناالبشرمش عاوز نسامح راجل اقدم اعتزار كتير ويامااقدم اهلي كتيرولمصر مش تيران نسامح نكرم اخرمشواره اناعن نفس كاهلاوي مش شايف حاج رجع وربنابيسامح أبقى مش,MSA
287,57,لازم اعدام امام ناس اعدام لم كمان,MSA
288,57,سلم سلام كاس اردن,MSA
289,57,الله وفق شاء الله بيض,MSA
290,58,بعد اوكي تبذير حرام بس بخل واني احرم نفس ان فلس تريحني تعزني ماتعتقد ياكاتبنا ان اجحاف حق نفس,MSA
291,58,يش هي الله,MSA
292,58,سبحان الله تصدق قبل شهر اراجع احد مستشفى شاهد طفل والد تذكرة شاهد صورة لكن الله اهمال من ترك حال خصوص انها صغير ماتستطيع سير,MSA
293,58,سلم سلام كاس اردن,MSA
294,58,اطالب انسحاب منافسة رياضيه خليجيه,MSA
295,59,اعتقد مي تغيير لن يا طريق مجلس دليل معارض مجلس سواء اخوان احزاب مستقل زاد ماء عشرون رغم ذلك مرر قانون لايحدث تغيير حاول حكومه ممثل حزب وطني اجهاض محاول قبل معارض هذا انتخاب الذي اتي الي اخوان مستقل جاءو الي طريق قضى شريف كيف انتخاب ليس قضاء اصل,MSA
296,59,ياحب دهر,MSA
297,59,نعم هناك قرار تحكيمي خاطء لكن ليس زمالك فقط,MSA
298,59,سلم سلام كاس اردن,MSA
299,59,شكر فخام رءيس ايران وصل تكنولوجيا نووي مصر لم وصل تكنولوجيا,MSA
300,60,سءال لماذا صدق علاء صادق نكذب شريف حناشي لم ذهب سودان لم شهد وقع حافله,DIAL_GLF
301,60,عدد رجل دين مسيح الذي تحرش اطفال,DIAL_GLF
302,60,الله مال الا نقص,DIAL_GLF
303,60,سلم سلام كاس اردن,DIAL_GLF
304,60,فوز نصر اذن الله أعاد تكرار ماضي اسك,DIAL_GLF
305,61,عنى مصور غصب مسلسل وافق تلفزيون وافق,MSA
306,61,مدرس,MSA
307,61,عصبيه قبليه وصل هذا حد,MSA
308,61,سلم سلام كاس اردن,MSA
309,61,ذلك هناك جماع جديد جماع اخوان مسلم مصريه وطنيه,MSA
310,62,ماتبي ام زوج مافي خير,MSA
311,62,لكن لا أنسى عزيز وحدة لم أجبر خاطر فيصلي عام ماضي باي,MSA
312,62,ماهو نظام والي عمل,MSA
313,62,سلم سلام كاس اردن,MSA
314,62,صراح مبارا منتخب ارجنتيني مبارح كتير ممل صراح حد ها حظ شف لا مواجه قوي منتخب ارجنتين ما نءدر حكم قوه ضعف منتخب لانو مجموع موجود اعتبر اضعف مجموعة صراح اول اختبار حقيقي ارجنتين رح قدام مكسيك ها المباراه قدر احكي مبروك فوز ارجنتين عتقد انو مبارا مكسيك ارجنتين رح كان كتير قوي صراح اثبت فرق امريكا جنوبيه افضلي مونديال صراح حاب اسم مونديال امريكا جنوبيه لان فعل امتعونا لعب جميل فكر عم لاحظ انو ارجنتيني مدرب عم بقلدو منتخب برازيلي فرح تسجيل هدف لانو منتخب برازيلي لو فايز 10 فرحة كان باي هدف بسجلوه مبارح لاحظ انو ارجنتين عم تقلد منتخب عمالقه سيليساو هدا شي ارجو جميع أقبل مروري روح رياضي تحي برازيلي ما منتخب الا برازيل هادا,MSA
315,63,افضل حاق هذا رضيع حضانه ثم رعاي,MSA
316,63,فريق ايراني ثم فريق,MSA
317,63,احول لا قوه الا الله مفترض تحلل شخصية تفكير قبل أقام قصاص صلب اجل بحث شخص حمل مثل تفكيرهوافكااره ايض أقام عليم حد قبل يبتزو بنت ناس حسب الله نعم,MSA
318,63,سلم سلام كاس اردن,MSA
319,63,جمهور نادي لايمثل جمهور السعوديه بل مثل نفس,MSA
320,64,ولي اشتم راجل جاهل لو عاوز نقد حاج ماشي بس لي قال,DIAL_GLF
321,64,خط علمي,DIAL_GLF
322,64,عقل اصبح,DIAL_GLF
323,64,سلم سلام كاس اردن,DIAL_GLF
324,64,غطى امنيه,DIAL_GLF
325,65,عزة جلال لانصفنك لو حين الله حق قول,MSA
326,65,ساكن,MSA
327,65,الله يمن تستاهل اهل كرم وجود طيب الله رزق بلد طيب ايمان يماني حكم يماني,MSA
328,65,سلم سلام كاس اردن,MSA
329,65,اردن حاج هكذا قرار هام جريء حفاظ صح مواطن,MSA
330,66,الله عز موبايلي الا الله ثم,DIAL_EGY
331,66,ناظر تاه مساء قمر,DIAL_EGY
332,66,كل فجر امال,DIAL_EGY
333,66,سلم سلام كاس اردن,DIAL_EGY
334,66,شف,DIAL_EGY
335,67,حمد الله نعمة اسلام كف,MSA
336,67,الله وفق هلال,MSA
337,67,الله حمى شر يابومتعب خير سابق,MSA
338,67,رابع اوباما نفس مسلم سنة اسم بركات حسين اوباما ايوه,MSA
339,67,الله اعدام قليل,MSA
340,68,مقال مغالا,MSA
341,68,عالم هذا تطور,MSA
342,68,لانو مافي اخبار مساهم سنة مابعرف,MSA
343,68,اكتر تحرش كمان,MSA
344,68,عم خالي جد قريب من,MSA
345,69,لو سعودي ماطالع فين,MSA
346,69,وافده ما ادراك وافده كل خمس صايد كبير افريقيا,MSA
347,69,اتحاد لم عد,MSA
348,69,كبير حديد خط,MSA
349,69,كيف حدث ذلك لن اتسرع اجابه سءالك استزيد علم معلومة كيف حدث ذلك مقال غد مشيء الله,MSA
350,70,عاش هذا ايام نغم صوت عالي بدا تولي بلتجه قرع تدريب زبالك اصبح نويد بلتجه نويد صوت عالي داء اعلام ابيض ست سنة لم سمع عن مش عارف اي ماهو ايام مدرب زمالك فاق دور ثاني اخر ثاتي مش عارف اي تايد بلتجه هل تصدير خوف نادي اهلي يبقو حسبوها خط هل خوف لتج قرع ام ارهاب حاكم هذا اجد متفشي مصر حالي سوف وقف جمهور اهلي كل هذا موامر لو سكت ادار اهلي سوف نكشف بلتجيه حقيفتهم علي دافع,MSA
351,70,لا أنسى منصور عمل محمد نسيم قلب اسد بطل مخابرة مصريه لعب ادوار طول تاريخ مصر حيث عمل مع فتر انتظار صدور حكم قضاء عودة عمل عقب اقال احمد سمير يءكد ان عمل كثير فتره شعر معني قدم انسان حياة تاريخ اجل مصر حب مصر,MSA
352,70,مصدق قال سياسه كلام وسخ يتقال لان ساعي ظهور دكتور برادعي ساحه ماسمعناش الا كلام قذر قاموس قذاره طبع مش وحد حظي لقب باقي كل معروف حتي يلا قيريحتهم,MSA
353,70,شاء الله اما معلم محترم فعل شو صار دنيا عم شو هالوقاحه ها مجتمع حضر معلم لا دين انتمى الله اكبر شو صار مجتمع,MSA
354,70,بيكر نادي برض هيك زبالكاوي نفس شخص فوق,MSA
355,71,دوري اايدالدكتور أحيى حيث هناك كثير كثير جاليه اردنيه السعوديه ود اشتراك ضمان اجتماعي لدى تساءل كثير امور مبهمه لدى نضام ضمان طريق عمل لا اطيق صبر اري سفير ضمان اجتماعي السعوديه خاص,DIAL_GLF
356,71,انحطاط معني كلم هذا دل افلاس فءه ممثل حمدلله نعمة دين عقل انما امم اخلاق مابقي فان هم ذهب اخلاق,DIAL_GLF
357,71,لكن اقول الا شي بس خلي غزال ينفعكم,DIAL_GLF
358,71,شيخ احمد,DIAL_GLF
359,71,وجه نظر لا اري سبب اتباع حميه غذاء معين هناك اكل وجبة انتظام هي وجبة نبدا صباحنابكاس ماء ثم فطر غداء عشاء لكن وجب تقليل نسب دهن وجب غداء عشاء وان كان وجب عشاء قبل ساعه ثامن مساء عدم وصول حد اشباع وجبة قيام بعض تمرين رياضيه لا نوم وجبة,DIAL_GLF
360,72,اله قرار اول اخير جيز بنت غير ام كمان جيز شاب,DIAL_EGY
361,72,نتمني انخفض حديد كما,DIAL_EGY
362,72,لو عرف تخدوا دوري انت كمان جكام ابق خدو محدش يقولي مبادء,DIAL_EGY
363,72,شيخ احمد,DIAL_EGY
364,72,ماهي لو واحد ايا مكنش عمل كدا لهي واحد اتخنق بق عاجز كلام اللهم ثبت بنت مسلم حق اهدي جميع أحب,DIAL_EGY
365,73,مافي مقارن نجم زعيم قرن بين لاعب فريق,MSA
366,73,حقيقه مره نظام نظام مستثمر اجنبي منح تاشير حسب طلب قد قامو بيع تاشيرت حصلو مبلغ كبير سافرو نظام فاشل ضد وطن مواطن ارجو ألغى كان شرط استثمار لا قل مليون تحول خارج لا اجنبي كفيل اجنبي ألغى نظام كفاله استبدل نظام تام,MSA
367,73,كبير سامي حرق دم لاعب حرقة اداري ناجح,MSA
368,73,عمليه سهل حاج صرام قوه نظام اولا عبث امن وطن سواء صغير كبير مقيم عرف باني سوف يسجن عشر سنة حق دولة ثاني حق مواطن حدد مختص ثاني مقيم مقيم فيز عمل تام ثلاثون الف ريال وضع حساب دولة خلل عوض مواطن تذكرة سفر من,MSA
369,73,اقولك طق باب ناس طقو باب احترم ديينك,MSA
370,74,داء جزء ثاني مسلسل حم وادي,DIAL_LEV
371,74,رجل علاقة محرم دون مسءلي لا مشكلة علاقة أغنى تفكير تعدد,DIAL_LEV
372,74,تتالم كثير,DIAL_LEV
373,74,رمى هما ست عامل ظبط بس مش ناوي يسيب موبايل الا,DIAL_LEV
374,74,لو حجة تاكد هوي,DIAL_LEV
375,75,كل حمل موس سجن عشرون عام متاكد ساعي اعلان قانون رح مجرد طرح سءال بين بين نفس اسف اطاله بس اشي,DIAL_GLF
376,75,قيت شبه عامة,DIAL_GLF
377,75,لا حول اقو الا الله بنت عمر 19 الله حرام اب وين ام ساكت بنى شو خلي سكت عندها دم لا قلب الله أكل قال دين وين راح ضمير ناس وين عطف اب ام ولد وين محبه احترام اسره حسب الله نعم,DIAL_GLF
378,75,الله سواليفكم زين بس احس ان ضاع وقت غير فايد اذ اختلفتو شء نصيح رد قال الله قال رسول قول تعالى الذي خاف نشوز فعظوهن واهجروهن مضجع واضربوهن فان اطعنكن لا بغى على سبيل واضربوهن واضربوهن فهمتو يالحريم,DIAL_GLF
379,75,مسءول كرسي ادام الله على,DIAL_GLF
380,76,اقتات هم,MSA
381,76,معجب عرض خمس سيارة قدام درج وصل منتصف تقاطع,MSA
382,76,نظركو مفيش مشكلة بقي دولة عربيه خالص,MSA
383,76,شاب قادم يااسيا اذن,MSA
